cpd_id	Pathway	Description
C19871	1100	Metabolic pathways
C19872	730	Thiamine metabolism
C19872	1100	Metabolic pathways
C19872	2010	ABC transporters
C19873	905	Brassinosteroid biosynthesis
C19874	905	Brassinosteroid biosynthesis
C19874	1110	Biosynthesis of secondary metabolites
C19877	540	Lipopolysaccharide biosynthesis
C19878	540	Lipopolysaccharide biosynthesis
C19878	1100	Metabolic pathways
C19878	1250	Biosynthesis of nucleotide sugars
C19879	540	Lipopolysaccharide biosynthesis
C19879	1100	Metabolic pathways
C19879	1250	Biosynthesis of nucleotide sugars
C19880	540	Lipopolysaccharide biosynthesis
C19880	1100	Metabolic pathways
C19880	1250	Biosynthesis of nucleotide sugars
C19881	540	Lipopolysaccharide biosynthesis
C19881	1100	Metabolic pathways
C19881	1250	Biosynthesis of nucleotide sugars
C19884	540	Lipopolysaccharide biosynthesis
C19886	300	Lysine biosynthesis
C19886	1100	Metabolic pathways
C19886	1210	2-Oxocarboxylic acid metabolism
C19886	1230	Biosynthesis of amino acids
C19887	300	Lysine biosynthesis
C19887	1100	Metabolic pathways
C19887	1210	2-Oxocarboxylic acid metabolism
C19887	1230	Biosynthesis of amino acids
C19888	300	Lysine biosynthesis
C19888	1100	Metabolic pathways
C19888	1210	2-Oxocarboxylic acid metabolism
C19888	1230	Biosynthesis of amino acids
C19889	300	Lysine biosynthesis
C19889	1100	Metabolic pathways
C19889	1210	2-Oxocarboxylic acid metabolism
C19889	1230	Biosynthesis of amino acids
C19890	540	Lipopolysaccharide biosynthesis
C19891	562	Inositol phosphate metabolism
C19891	1100	Metabolic pathways
C19891	1120	Microbial metabolism in diverse environments
C19892	906	Carotenoid biosynthesis
C19892	1100	Metabolic pathways
C19892	1110	Biosynthesis of secondary metabolites
C19908	909	Sesquiterpenoid and triterpenoid biosynthesis
C19912	4723	Retrograde endocannabinoid signaling
C19913	4723	Retrograde endocannabinoid signaling
C19918	909	Sesquiterpenoid and triterpenoid biosynthesis
C19929	260	"Glycine, serine and threonine metabolism"
C19929	1100	Metabolic pathways
C19929	1120	Microbial metabolism in diverse environments
C19937	591	Linoleic acid metabolism
C19939	909	Sesquiterpenoid and triterpenoid biosynthesis
C19939	998	Biosynthesis of various antibiotics
C19939	1100	Metabolic pathways
C19939	1110	Biosynthesis of secondary metabolites
C19944	984	Steroid degradation
C19944	1100	Metabolic pathways
C19944	1120	Microbial metabolism in diverse environments
C19945	360	Phenylalanine metabolism
C19945	1100	Metabolic pathways
C19945	1120	Microbial metabolism in diverse environments
C19946	360	Phenylalanine metabolism
C19946	1100	Metabolic pathways
C19946	1120	Microbial metabolism in diverse environments
C19947	523	Polyketide sugar unit biosynthesis
C19947	541	O-Antigen nucleotide sugar biosynthesis
C19947	1100	Metabolic pathways
C19947	1110	Biosynthesis of secondary metabolites
C19947	1250	Biosynthesis of nucleotide sugars
C19948	523	Polyketide sugar unit biosynthesis
C19948	1110	Biosynthesis of secondary metabolites
C19948	1250	Biosynthesis of nucleotide sugars
C19960	523	Polyketide sugar unit biosynthesis
C19960	541	O-Antigen nucleotide sugar biosynthesis
C19960	1100	Metabolic pathways
C19960	1110	Biosynthesis of secondary metabolites
C19960	1250	Biosynthesis of nucleotide sugars
C19961	520	Amino sugar and nucleotide sugar metabolism
C19961	541	O-Antigen nucleotide sugar biosynthesis
C19961	1100	Metabolic pathways
C19961	1250	Biosynthesis of nucleotide sugars
C19971	520	Amino sugar and nucleotide sugar metabolism
C19971	541	O-Antigen nucleotide sugar biosynthesis
C19971	1100	Metabolic pathways
C19971	1250	Biosynthesis of nucleotide sugars
C19972	520	Amino sugar and nucleotide sugar metabolism
C19972	541	O-Antigen nucleotide sugar biosynthesis
C19972	1100	Metabolic pathways
C19972	1250	Biosynthesis of nucleotide sugars
C19973	909	Sesquiterpenoid and triterpenoid biosynthesis
C19974	909	Sesquiterpenoid and triterpenoid biosynthesis
C19975	360	Phenylalanine metabolism
C19975	1100	Metabolic pathways
C19975	1120	Microbial metabolism in diverse environments
C20045	404	Staurosporine biosynthesis
C20045	1100	Metabolic pathways
C20045	1110	Biosynthesis of secondary metabolites
C20062	360	Phenylalanine metabolism
C20062	1100	Metabolic pathways
C20062	1120	Microbial metabolism in diverse environments
C20082	520	Amino sugar and nucleotide sugar metabolism
C20082	541	O-Antigen nucleotide sugar biosynthesis
C20082	1100	Metabolic pathways
C20082	1250	Biosynthesis of nucleotide sugars
C20083	520	Amino sugar and nucleotide sugar metabolism
C20083	541	O-Antigen nucleotide sugar biosynthesis
C20083	1100	Metabolic pathways
C20083	1250	Biosynthesis of nucleotide sugars
C20120	900	Terpenoid backbone biosynthesis
C20120	1110	Biosynthesis of secondary metabolites
C20121	900	Terpenoid backbone biosynthesis
C20121	1110	Biosynthesis of secondary metabolites
C20134	1051	Biosynthesis of ansamycins
C20134	1110	Biosynthesis of secondary metabolites
C20135	1051	Biosynthesis of ansamycins
C20135	1110	Biosynthesis of secondary metabolites
C20136	1051	Biosynthesis of ansamycins
C20136	1110	Biosynthesis of secondary metabolites
C20137	1051	Biosynthesis of ansamycins
C20137	1110	Biosynthesis of secondary metabolites
C20138	1051	Biosynthesis of ansamycins
C20138	1110	Biosynthesis of secondary metabolites
C20139	1051	Biosynthesis of ansamycins
C20139	1110	Biosynthesis of secondary metabolites
C20140	1051	Biosynthesis of ansamycins
C20140	1110	Biosynthesis of secondary metabolites
C20144	984	Steroid degradation
C20144	1100	Metabolic pathways
C20144	1120	Microbial metabolism in diverse environments
C20145	904	Diterpenoid biosynthesis
C20145	1110	Biosynthesis of secondary metabolites
C20146	904	Diterpenoid biosynthesis
C20146	1110	Biosynthesis of secondary metabolites
C20149	904	Diterpenoid biosynthesis
C20149	1110	Biosynthesis of secondary metabolites
C20150	904	Diterpenoid biosynthesis
C20150	1110	Biosynthesis of secondary metabolites
C20151	904	Diterpenoid biosynthesis
C20151	1110	Biosynthesis of secondary metabolites
C20156	523	Polyketide sugar unit biosynthesis
C20156	541	O-Antigen nucleotide sugar biosynthesis
C20156	1100	Metabolic pathways
C20156	1110	Biosynthesis of secondary metabolites
C20156	1250	Biosynthesis of nucleotide sugars
C20158	904	Diterpenoid biosynthesis
C20158	1110	Biosynthesis of secondary metabolites
C20159	909	Sesquiterpenoid and triterpenoid biosynthesis
C20163	909	Sesquiterpenoid and triterpenoid biosynthesis
C20171	4750	Inflammatory mediator regulation of TRP channels
C20181	909	Sesquiterpenoid and triterpenoid biosynthesis
C20185	904	Diterpenoid biosynthesis
C20185	1110	Biosynthesis of secondary metabolites
C20186	591	Linoleic acid metabolism
C20187	909	Sesquiterpenoid and triterpenoid biosynthesis
C20191	909	Sesquiterpenoid and triterpenoid biosynthesis
C20192	909	Sesquiterpenoid and triterpenoid biosynthesis
C20192	1110	Biosynthesis of secondary metabolites
C20193	909	Sesquiterpenoid and triterpenoid biosynthesis
C20195	909	Sesquiterpenoid and triterpenoid biosynthesis
C20199	984	Steroid degradation
C20199	1100	Metabolic pathways
C20199	1120	Microbial metabolism in diverse environments
C20199	1220	Degradation of aromatic compounds
C20200	909	Sesquiterpenoid and triterpenoid biosynthesis
C20208	904	Diterpenoid biosynthesis
C20208	1110	Biosynthesis of secondary metabolites
C20221	902	Monoterpenoid biosynthesis
C20221	1110	Biosynthesis of secondary metabolites
C20225	940	Phenylpropanoid biosynthesis
C20231	240	Pyrimidine metabolism
C20231	1100	Metabolic pathways
C20237	500	Starch and sucrose metabolism
C20237	1100	Metabolic pathways
C20238	630	Glyoxylate and dicarboxylate metabolism
C20238	1100	Metabolic pathways
C20238	1120	Microbial metabolism in diverse environments
C20238	1200	Carbon metabolism
C20239	790	Folate biosynthesis
C20239	1100	Metabolic pathways
C20246	730	Thiamine metabolism
C20246	1100	Metabolic pathways
C20246	1240	Biosynthesis of cofactors
C20247	730	Thiamine metabolism
C20247	1100	Metabolic pathways
C20247	1240	Biosynthesis of cofactors
C20248	790	Folate biosynthesis
C20248	1100	Metabolic pathways
C20249	240	Pyrimidine metabolism
C20249	1100	Metabolic pathways
C20251	562	Inositol phosphate metabolism
C20251	1100	Metabolic pathways
C20251	1120	Microbial metabolism in diverse environments
C20252	984	Steroid degradation
C20252	1120	Microbial metabolism in diverse environments
C20253	240	Pyrimidine metabolism
C20253	1100	Metabolic pathways
C20254	240	Pyrimidine metabolism
C20254	1100	Metabolic pathways
C20258	261	Monobactam biosynthesis
C20258	300	Lysine biosynthesis
C20258	1100	Metabolic pathways
C20258	1110	Biosynthesis of secondary metabolites
C20258	1120	Microbial metabolism in diverse environments
C20258	1230	Biosynthesis of amino acids
C20264	790	Folate biosynthesis
C20264	1100	Metabolic pathways
C20264	1240	Biosynthesis of cofactors
C20265	130	Ubiquinone and other terpenoid-quinone biosynthesis
C20265	1100	Metabolic pathways
C20265	1110	Biosynthesis of secondary metabolites
C20265	1240	Biosynthesis of cofactors
C20266	7053	Anti-HIV agents
C20267	730	Thiamine metabolism
C20267	1100	Metabolic pathways
C20270	904	Diterpenoid biosynthesis
C20270	1110	Biosynthesis of secondary metabolites
C20271	907	"Pinene, camphor and geraniol degradation"
C20271	1120	Microbial metabolism in diverse environments
C20277	300	Lysine biosynthesis
C20277	1100	Metabolic pathways
C20277	1120	Microbial metabolism in diverse environments
C20278	300	Lysine biosynthesis
C20278	1100	Metabolic pathways
C20278	1120	Microbial metabolism in diverse environments
C20279	300	Lysine biosynthesis
C20279	1100	Metabolic pathways
C20279	1120	Microbial metabolism in diverse environments
C20280	5204	Chemical carcinogenesis - DNA adducts
C20281	5204	Chemical carcinogenesis - DNA adducts
C20282	5204	Chemical carcinogenesis - DNA adducts
C20283	5204	Chemical carcinogenesis - DNA adducts
C20284	5204	Chemical carcinogenesis - DNA adducts
C20285	5204	Chemical carcinogenesis - DNA adducts
C20286	5204	Chemical carcinogenesis - DNA adducts
C20287	5204	Chemical carcinogenesis - DNA adducts
C20288	5204	Chemical carcinogenesis - DNA adducts
C20289	5204	Chemical carcinogenesis - DNA adducts
C20290	5204	Chemical carcinogenesis - DNA adducts
C20291	5204	Chemical carcinogenesis - DNA adducts
C20293	5204	Chemical carcinogenesis - DNA adducts
C20297	950	Isoquinoline alkaloid biosynthesis
C20297	1100	Metabolic pathways
C20297	1110	Biosynthesis of secondary metabolites
C20299	950	Isoquinoline alkaloid biosynthesis
C20299	1100	Metabolic pathways
C20299	1110	Biosynthesis of secondary metabolites
C20300	5208	Chemical carcinogenesis - reactive oxygen species
C20301	5204	Chemical carcinogenesis - DNA adducts
C20302	5204	Chemical carcinogenesis - DNA adducts
C20303	625	Chloroalkane and chloroalkene degradation
C20303	1120	Microbial metabolism in diverse environments
C20303	5204	Chemical carcinogenesis - DNA adducts
C20304	5204	Chemical carcinogenesis - DNA adducts
C20305	5204	Chemical carcinogenesis - DNA adducts
C20306	5204	Chemical carcinogenesis - DNA adducts
C20310	460	Cyanoamino acid metabolism
C20310	1110	Biosynthesis of secondary metabolites
C20311	460	Cyanoamino acid metabolism
C20311	1110	Biosynthesis of secondary metabolites
C20312	460	Cyanoamino acid metabolism
C20312	1110	Biosynthesis of secondary metabolites
C20313	460	Cyanoamino acid metabolism
C20313	1100	Metabolic pathways
C20313	1110	Biosynthesis of secondary metabolites
C20314	460	Cyanoamino acid metabolism
C20314	1100	Metabolic pathways
C20314	1110	Biosynthesis of secondary metabolites
C20315	460	Cyanoamino acid metabolism
C20315	1100	Metabolic pathways
C20315	1110	Biosynthesis of secondary metabolites
C20316	5208	Chemical carcinogenesis - reactive oxygen species
C20319	5208	Chemical carcinogenesis - reactive oxygen species
C20320	907	"Pinene, camphor and geraniol degradation"
C20321	907	"Pinene, camphor and geraniol degradation"
C20321	1120	Microbial metabolism in diverse environments
C20322	907	"Pinene, camphor and geraniol degradation"
C20323	907	"Pinene, camphor and geraniol degradation"
C20324	907	"Pinene, camphor and geraniol degradation"
C20327	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
C20327	1100	Metabolic pathways
C20327	1210	2-Oxocarboxylic acid metabolism
C20333	997	Biosynthesis of various other secondary metabolites
C20333	1100	Metabolic pathways
C20333	1110	Biosynthesis of secondary metabolites
C20333	1120	Microbial metabolism in diverse environments
C20345	900	Terpenoid backbone biosynthesis
C20345	1100	Metabolic pathways
C20345	1110	Biosynthesis of secondary metabolites
C20350	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C20350	1110	Biosynthesis of secondary metabolites
C20351	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C20351	1110	Biosynthesis of secondary metabolites
C20353	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C20353	1110	Biosynthesis of secondary metabolites
C20357	520	Amino sugar and nucleotide sugar metabolism
C20357	1100	Metabolic pathways
C20357	1250	Biosynthesis of nucleotide sugars
C20359	520	Amino sugar and nucleotide sugar metabolism
C20359	541	O-Antigen nucleotide sugar biosynthesis
C20359	1100	Metabolic pathways
C20359	1250	Biosynthesis of nucleotide sugars
C20361	760	Nicotinate and nicotinamide metabolism
C20361	1100	Metabolic pathways
C20361	1120	Microbial metabolism in diverse environments
C20372	780	Biotin metabolism
C20372	1100	Metabolic pathways
C20372	1240	Biosynthesis of cofactors
C20373	780	Biotin metabolism
C20373	1100	Metabolic pathways
C20373	1240	Biosynthesis of cofactors
C20374	780	Biotin metabolism
C20374	1100	Metabolic pathways
C20374	1240	Biosynthesis of cofactors
C20375	780	Biotin metabolism
C20375	1100	Metabolic pathways
C20375	1240	Biosynthesis of cofactors
C20376	780	Biotin metabolism
C20376	1100	Metabolic pathways
C20376	1240	Biosynthesis of cofactors
C20377	780	Biotin metabolism
C20377	1100	Metabolic pathways
C20377	1240	Biosynthesis of cofactors
C20378	780	Biotin metabolism
C20378	1100	Metabolic pathways
C20378	1240	Biosynthesis of cofactors
C20379	901	Indole alkaloid biosynthesis
